Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	134	41.23076923076923	1.1211817502222642E-15	D13626, M13299, L12964, X56841, L06139, L00073, X05825, M83554, X14445, M33875, U14528, X51798, L05500, X04571, M63889, X04434, H24956, D13637, M74782, M92642, L34155, M20786, Z29093, U12569, Z18956, U01134, U08137, X06374, X63597, M63623, M64752, J02958, X56654, X71877, M81181, X04391, Y00406, L38969, Z24680, L41415, U05291, U14550, M63108, M96936, X04450, M34064, X06389, X14390, X55330, M97759, M75106, M20311, X67513, M27819, X82494, U17473, M83712, Y00762, D25235, M54992, D29992, Z22533, L06133, L12468, M13150, M86826, M17779, L26081, L23823, U09002, X78947, J04177, M97639, X60702, D63813, M20429, M34187, L20852, X14787, M81778, X60708, X61176, U02687, M62400, X13967, M84124, U18549, Z49205, K01144, M32215, D11139, D90312, U27185, M84426, X63454, X02157, M21868, L20469, U10301, J03507, L13329, X72304, J04156, L25615, Z12173, J02988, M64099, Z29083, Y00796, X53741, X77383, M13560, M85289, X83857, U17033, L04947, X80915, D90278, U17566, M63239, M15881, M35718, D10925, X83858, M74290, D28475, X16354, L37362, U11814, M24439, M28826, M94173, M73780, D13789, M11220, X77777, M12849, X17405, M80927, L11695	324	4129	19113	1.9144488397334123	1.496580637194711E-12	7.482903185973555E-13	1.8207657603852567E-12
SP_PIR_KEYWORDS	disease mutation	73	22.46153846153846	4.520727065574502E-15	M13299, J04177, M97639, X83703, L49231, M29474, M76180, L06139, M34187, L00073, Z22641, X14445, M55153, U05569, U14528, X75500, M14502, X04571, U18288, M84124, M63889, X04434, H24956, M32215, M24122, X73874, M20786, X78711, X83618, X63597, D14823, J02958, U10301, M10938, L13329, J03507, L04791, J00301, Y00406, D10216, L02320, M12996, M63108, Z33905, M85289, M96936, X80197, X14390, X55330, X80915, M26393, M63239, M15881, M35718, L32961, L43964, L20431, U05315, Y00705, M20311, M27819, L02785, U11814, M37884, M24439, Y00762, M83772, Z22533, M19301, L06133, D10570, M12849, M19714, M17779, L11695, M16801	324	1591	19235	2.7239545747297687	2.2714052860806078E-12	3.785860513971784E-13	6.5503158452884236E-12
UP_SEQ_FEATURE	disulfide bond	103	31.692307692307693	9.802979850852386E-15	D13626, M13299, L12964, X56841, L06139, L00073, M83554, X05825, U05569, X04571, M63889, X04434, D13637, M20786, L34155, U12569, Z29093, U01134, U08137, X06374, X63597, X71877, M81181, X04391, L38969, U20350, Y00406, L41415, M60047, U05291, U14550, M63108, X04450, U03749, X14390, X55330, M98331, M97759, M75106, M20311, X67513, X82494, Y00762, M83712, D25235, M54992, D29992, M17779, L26081, M10988, L23823, X78947, M97639, U19878, D63813, M20429, M34187, X14787, X60708, M81778, X57928, M62400, X13967, K01144, Z49205, D11139, M32215, D43768, D90312, M84426, M27318, X63454, Y00064, X02157, L20469, J03507, X72304, J04156, L25615, J02988, Y00796, X53741, X77383, M13560, M85289, U17033, D10923, X80915, M15881, M35718, D10925, J00123, M74290, U28694, Y00705, L37362, X16354, U11814, X54667, M28826, M27602, M73780, M11220, M54886, X77777, X17405, M80927, L11695	324	2819	19113	2.1553906691366786	1.3169909607313457E-11	4.3899328616703315E-12	1.602051824534101E-11
GOTERM_BP_FAT	GO:0042127~regulation of cell proliferation	54	16.615384615384617	2.893653237914955E-13	L12964, L49231, M34187, X15215, L06139, X14787, M83554, X05825, M55153, U37529, U02687, X04571, X13967, M63889, Z12020, X51730, X04434, D11139, M32215, U14755, U27185, M84426, X69438, X16707, U12569, Z29093, M31222, U01134, X06374, X86096, X02157, L20469, X04391, J04156, L25615, D10216, J02988, M60047, X04366, L04947, M15881, M35718, Z11887, M74290, X74142, L25441, Z11933, U17473, U11814, D25235, M11220, X77777, Z22533, X77278, L11695, M10988, X52479	302	787	13528	3.073588192229693	6.992963985652523E-10	6.992963985652523E-10	5.084377363573367E-10
INTERPRO	IPR008266:Tyrosine protein kinase, active site	19	5.846153846153846	3.35342632927011E-13	J03358, Z33998, H24956, M97639, X60702, Z29093, L06139, U11814, M34187, X83107, D29767, U01134, L13616, L04947, U02687, J02958, X16416, X77278, M63889, M35718, X04434	321	97	16659	10.165430195587243	2.595124115600811E-10	2.595124115600811E-10	5.124345392459873E-10
SP_PIR_KEYWORDS	tyrosine-protein kinase	19	5.846153846153846	4.0787387294853763E-13	J03358, Z33998, H24956, M97639, X60702, Z29093, L06139, U11814, M34187, X83107, D29767, U01134, L13616, L04947, U02687, J02958, X16416, X77278, M63889, M35718, X04434	324	111	19235	10.161967523078633	2.0354007368439397E-10	2.90771851041427E-11	5.872191621847378E-10
SP_PIR_KEYWORDS	phosphotransferase	24	7.384615384615385	4.571746766025573E-13	M97639, X60702, M34187, L06139, X90846, X59727, X66357, L04947, U12779, U02687, M63889, M35718, X04434, J03358, H24956, X73874, U11814, Z29093, X78711, X83107, X15573, D29767, U01134, J02958, X77278, X52479	324	201	19235	7.08863091947669	2.281377309287791E-10	2.851718861052177E-11	6.581846179187778E-10
INTERPRO	IPR001245:Tyrosine protein kinase	20	6.153846153846154	1.057239992765691E-12	J03358, Z33998, H24956, M97639, X60702, Z29093, L06139, U11814, M34187, X83107, D29767, X90846, U01134, L13616, L04947, U02687, J02958, X16416, X77278, M63889, M35718, X04434	321	118	16659	8.79613495960716	8.183234090353153E-10	4.0916170451765765E-10	1.6158629989604378E-9
SMART	SM00219:TyrKc	20	6.153846153846154	7.136671728844152E-12	J03358, Z33998, H24956, M97639, X60702, Z29093, L06139, U11814, M34187, X83107, D29767, X90846, U01134, L13616, L04947, U02687, J02958, X16416, X77278, M63889, M35718, X04434	199	118	9079	7.732731453879568	1.141859939934875E-9	1.141859939934875E-9	8.617384583686771E-9
GOTERM_BP_FAT	GO:0008284~positive regulation of cell proliferation	36	11.076923076923077	1.0069431024429476E-11	J04156, L25615, J02988, X04366, M34187, X05825, M55153, U37529, L04947, U02687, X04571, X13967, M63889, Z12020, M35718, X04434, M74290, X74142, D11139, M32215, U14755, M84426, L25441, Z11933, U17473, X69438, U11814, X16707, M31222, U01134, X06374, M11220, X02157, X77777, L20469, X77278, L11695, M10988, X52479	302	414	13528	3.8951914771091274	2.4337714732425297E-8	1.2168857477234951E-8	1.7695234166836826E-8
SP_PIR_KEYWORDS	ATP	24	7.384615384615385	1.3194636730176946E-11	M97639, X60702, M34187, L06139, X90846, X59727, X66357, L04947, U12779, U02687, M63889, M35718, X04434, J03358, H24956, U11814, Z29093, X83107, X15573, D29767, U01134, J02958, Z22533, X04297, X77278, X52479	324	236	19235	6.0373509102322656	6.584139122800536E-9	7.315710259803154E-10	1.8995516271047563E-8
UP_SEQ_FEATURE	topological domain:Extracellular	92	28.307692307692307	4.054206310345456E-11	D13626, M13299, L12964, X56841, L06139, M83554, U14528, X51798, X04571, M63889, X04434, D13637, H24956, M74782, U12569, Z29093, Z18956, U01134, U08137, J02958, M64752, X56654, M81181, X04391, U20350, Y00406, Z24680, M63108, M96936, X04450, M34064, M97759, U28249, M27819, X67513, M20311, U17473, M83712, Y00762, U39196, M54992, D25235, Z22533, L06133, L12468, M13150, M10988, L23823, U09002, M97639, X60702, U19878, M20429, L20852, M34187, M81778, X60708, X61176, U02687, M62400, U18549, Z49205, K01144, M32215, D90312, M84426, U27185, U24660, M21868, U10301, L20469, X72304, L25615, J02988, M64099, Z29083, Y00796, M13560, X83857, L04947, D10923, U17033, U17566, D90278, M35718, X83858, D10925, M74290, U28694, U05315, L37362, X16354, U11814, M28826, M73780, M94173, X77777, L11695	324	2719	19113	1.996008881260812	5.465063368514933E-8	1.3662658671087513E-8	6.649129025149136E-8
UP_SEQ_FEATURE	topological domain:Cytoplasmic	106	32.61538461538461	5.3938533136768016E-11	D13626, M13299, L12964, X56841, L06139, M83554, X05825, U14528, X51798, L05500, X04571, M63889, X04434, D13637, H24956, M74782, U12569, Z29093, Z18956, U01134, U08137, X63597, J02958, M64752, X56654, M98528, M81181, X04391, U20350, Y00406, Z24680, U18920, L41415, U14550, M63108, M96936, M34064, X04450, X06389, M97759, U28249, M20311, X67513, M27819, U17473, M83712, Y00762, D25235, U39196, M54992, Z22533, L06133, L12468, M13150, M10988, L23823, U09002, M97639, X60702, U19878, M20429, M34187, L20852, X60708, M81778, X61176, U02687, M62400, U18549, K01144, Z49205, M32215, D90312, U27185, M84426, U24660, M21868, L20469, U10301, X04297, X72304, L25615, M64099, J02988, Z29083, Y00796, M13560, X83857, U17033, D10923, L04947, D90278, U17566, M63239, D37933, M35718, D10925, X83858, M74290, U28694, L43964, U05315, D28475, X16354, L37362, U11814, M28826, D13789, M73780, M94173, X77777, L11695	324	3374	19113	1.8532953522580078	7.270912272261398E-8	1.4541824966407546E-8	8.846234855752755E-8
SP_PIR_KEYWORDS	receptor	62	19.076923076923077	6.567799615419075E-10	U09002, L23823, D13626, M13299, M97639, L12964, X60702, L20852, M34187, L06139, X60708, M81778, M83554, X61176, U02687, X16416, M63889, U18549, X51730, X04434, Z49205, D13637, H24956, M32215, M84426, M74782, Z29093, U12569, D38044, U01134, M64752, J02958, U10301, L20469, X72304, L25615, U20350, M31724, Y00796, U27831, M63108, X83857, U17033, D10923, L04947, M97759, M35718, X83858, D10925, M74290, U28694, X55005, M20311, L37362, U11814, U17473, Y00762, M83712, D25235, M73780, L40380, X77777, Z22533, M13150, L11695, M16801	324	1583	19235	2.325187368880778	3.277331482864909E-7	3.277331961371033E-8	9.455241922751156E-7
GOTERM_CC_FAT	GO:0044421~extracellular region part	51	15.692307692307692	9.576418630725424E-10	X78947, J04177, X15215, L00073, X14787, X05825, U37529, M33875, X61176, X57928, X04571, X13967, D11139, D43768, M27318, M81349, M92642, L34155, M20786, X63454, U01134, U08137, X06374, X02157, U10301, X71877, J00301, J04156, M86933, U05291, M60047, X53741, M63108, M85289, U17033, X14390, X80915, M98331, Z11887, M75106, D38163, X82494, M27602, D29992, M11220, M54886, X17405, M86826, M17779, M80927, M10988	266	960	12782	2.5527960526315785	3.121911960057844E-7	6.243824701712697E-8	1.2959082140717726E-6
SP_PIR_KEYWORDS	lipoprotein	36	11.076923076923077	9.639692400854081E-10	L25615, M55542, D16593, M55543, D90150, M63108, Z33905, X83857, M33875, M35543, X14390, X16416, M97759, M15881, U18549, X83858, U31382, M74290, J03358, Z33998, Z11502, M81882, M84426, U24153, X73874, M27819, L37362, U12569, M24439, D25235, M63623, M21868, M64752, M87284, U10301, U33054, M17779, M10988	324	642	19235	3.329006576670128	4.810205341820861E-7	4.372914907957437E-8	1.3877649807092496E-6
SP_PIR_KEYWORDS	duplication	21	6.461538461538462	1.888882321449339E-9	L23823, M86407, Z11502, Z29083, X04366, M31679, L06139, U11814, M34187, M37884, M73780, M34064, X63597, M33875, D29992, M21868, X04571, X17405, M15881, M63889, M35718, X04391, X52479	324	228	19235	5.468039311241065	9.425518108230335E-7	7.854601813406248E-8	2.719303215936719E-6
GOTERM_BP_FAT	GO:0019932~second-messenger-mediated signaling	24	7.384615384615385	2.634125589169156E-9	L25615, M63108, D90150, M16707, M81778, X83857, M55153, L05500, M97759, X83858, X04434, D10925, M74290, Z49205, U28694, M32215, M84426, X73427, L37362, U12569, U17473, X77777, L20469, X72304, M10988, J00301	302	235	13528	4.574778075243061	6.366661278400798E-6	2.122224930012351E-6	4.629026251201651E-6
GOTERM_CC_FAT	GO:0000267~cell fraction	53	16.307692307692307	6.9940923526237235E-9	J05459, U09002, U01828, X60702, L20852, M34187, X15215, X60708, X54162, U14528, X51798, X04571, M63889, M84124, Z12020, X04434, X02874, U26425, D90312, M60174, M31679, X16707, U12569, J02958, M64752, X71490, M87284, U10301, L20469, X04297, L04791, U32989, M31724, X53741, X04366, K03191, M17398, M64110, X06389, U17566, D37933, L32961, L43964, L20431, U05315, X67513, L02785, X16354, Z50115, X15573, M83772, M86826, M17779, D00173, X52479	266	1083	12782	2.351606162219954	2.2800715001602967E-6	3.800122777564141E-7	9.46460440021113E-6
GOTERM_BP_FAT	GO:0007610~behavior	33	10.153846153846153	1.7060371444852212E-8	U09002, U20350, L25615, H28929, L00073, M81778, U37529, L05500, U08336, X81438, D10925, J00123, M74290, L32961, J03358, U28694, L43964, L20431, M32215, D43768, L20433, M84426, L37362, U12569, X16707, M83712, X06374, J02958, M64752, L06133, L20469, M12849, L26081, X52479	302	469	13528	3.151866024654401	4.123406799616536E-5	1.0308676401171724E-5	2.998068817650079E-5
GOTERM_BP_FAT	GO:0007267~cell-cell signaling	38	11.692307692307692	1.808602836507683E-8	J04156, U09002, M60047, X15215, L06139, Z33905, M81778, X14445, L13616, U37529, M62400, X80915, D37933, X81438, X51730, D10925, L32961, L20431, M32215, D43768, U14755, M81882, X67513, L37362, Y00762, M83712, X63454, D25235, U08137, M94173, X06374, M54886, X77777, M64752, L20469, L12468, J00301, X52479	302	600	13528	2.836997792494481	4.371297545713304E-5	8.742747961365538E-6	3.1783104670335405E-5
SP_PIR_KEYWORDS	Secreted	61	18.76923076923077	1.969339967134284E-8	X78947, J04177, D63813, X15215, L00073, X05825, X60708, U37529, M33875, X57928, X13967, D11139, D90312, D43768, M27318, M81349, M92642, M31679, L34155, M20786, Z29093, X63454, U01134, U08137, X06374, X02157, M21868, Y00064, J03507, J00301, J04156, M86933, U05291, M60047, X53741, M85289, U17033, U03749, X14390, X80915, M98331, M15881, M35718, Z11887, J00123, M75106, D38163, Y00705, X16354, X82494, M18372, U11814, X54667, M27602, D29992, M11220, M54886, X17405, M86826, M17779, M80927, L26081, M10988	324	1689	19235	2.144111498512525	9.826958256575757E-6	7.559232944043259E-7	2.8351326897269047E-5
GOTERM_BP_FAT	GO:0019933~cAMP-mediated signaling	15	4.615384615384616	2.1840083570931688E-8	U28694, M32215, X73427, L37362, U12569, D90150, M63108, U17473, X83857, M55153, L05500, L20469, X72304, M97759, X83858, J00301	302	95	13528	7.072847682119205	5.2786089208334275E-5	8.797875038935032E-6	3.8380214040234506E-5
GOTERM_BP_FAT	GO:0019935~cyclic-nucleotide-mediated signaling	17	5.230769230769231	3.0011218980833805E-8	U28694, M32215, X73427, L37362, U12569, D90150, U17473, M63108, X83857, M55153, X77777, L05500, L20469, X72304, M97759, D10925, X83858, J00301	302	130	13528	5.857768721344881	7.25344865482036E-5	1.0362391638762958E-5	5.273958445517479E-5
GOTERM_MF_FAT	GO:0004713~protein tyrosine kinase activity	19	5.846153846153846	3.182260983450508E-8	J03358, Z33998, H24956, M97639, X60702, Z29093, L06139, U11814, M34187, X83107, D29767, U01134, L13616, L04947, U02687, J02958, X16416, X77278, M63889, M35718, X04434	291	166	12983	5.1065499109841435	1.9093383951118703E-5	1.9093383951118703E-5	4.699957840692548E-5
UP_SEQ_FEATURE	domain:Protein kinase	28	8.615384615384615	3.294254448784459E-8	M97639, X60702, L06139, M34187, X90846, X59727, X66357, L13616, U12779, L04947, U02687, X16416, M63889, M35718, X04434, J03358, Z33998, H24956, U24153, Z29093, U11814, X83107, D29767, U01134, Z22533, J02958, U33054, X77278, L11695, X52479	324	469	19113	3.5218352681039247	4.4405564720850776E-5	7.401064391454604E-6	5.4027696161362826E-5
GOTERM_BP_FAT	GO:0007187~G-protein signaling, coupled to cyclic nucleotide second messenger	16	4.923076923076923	3.709685171658787E-8	U28694, M32215, X73427, L37362, U12569, D90150, M63108, U17473, X83857, X77777, L05500, L20469, X72304, M97759, D10925, X83858, J00301	302	115	13528	6.2323063633746045	8.965907261093697E-5	1.1207823720105203E-5	6.519136831473205E-5
GOTERM_BP_FAT	GO:0007188~G-protein signaling, coupled to cAMP nucleotide second messenger	14	4.3076923076923075	4.4484418977139396E-8	U28694, M32215, X73427, L37362, U12569, M63108, U17473, D90150, X83857, L05500, L20469, X72304, M97759, X83858, J00301	302	85	13528	7.377950915465524	1.0751306299250363E-4	1.1946466744405804E-5	7.817374865215498E-5
UP_SEQ_FEATURE	binding site:ATP	30	9.230769230769232	4.8995491362375065E-8	M97639, X60702, L06139, M34187, X90846, X59727, X66357, L13616, U12779, L04947, U02687, X16416, M63889, M35718, X04434, J03358, Z33998, H24956, U24153, Z29093, U11814, X83107, X78711, D29767, U01134, Z22533, J02958, U33054, X77278, M16451, L11695, X52479	324	542	19113	3.2651701517015166	6.604374294783E-5	9.435087479525706E-6	8.035545627782525E-5
UP_SEQ_FEATURE	active site:Proton acceptor	33	10.153846153846153	8.895847713207813E-8	Y00406, M97639, X60702, M12996, M34187, L06139, X90846, X59727, X66357, L13616, U12779, L04947, U02687, X16416, M27138, M26393, M63889, M35718, X04434, J03358, Z33998, H24956, U24153, Z29093, U11814, X83107, X15573, D29767, U01134, J02958, Z22533, U33054, X77278, L11695, X52479	324	658	19113	2.9585021952043222	1.1990884287871317E-4	1.4989391722841638E-5	1.45897033099196E-4
